recency,frequency,monetary,cluster
480.0,1,5.23,3
726.0,1,9602.72,2
418.0,1,9450.0,2
420.0,1,40.66,1
784.0,1,4801.28,0
727.0,1,322.56,3
1003.0,1,2700.7200000000003,0
659.0,1,650.56,3
446.0,1,130.75,1
540.0,1,47.07,3
362.0,1,40.66,1
636.0,1,300.08,3
455.0,1,40.66,1
61.0,1,896.0,1
423.0,1,5401.53,1
355.0,1,322.56,1
1000.0,1,83.68,0
934.0,1,300.08,0
454.0,1,2700.7200000000003,1
609.0,1,83.68,3
422.0,1,15004.25,2
1062.0,1,650.56,0
479.0,1,130.75,3
385.0,1,83.68,1
274.0,1,2400.68,1
935.0,1,35.84,0
487.0,1,83.68,3
1055.0,1,5.23,0
1033.0,1,300.08,0
995.0,1,9602.72,2
416.0,1,1200.32,1
121.0,1,40.66,1
1024.0,1,600.17,0
935.0,1,15004.25,2
790.0,1,300.08,0
726.0,1,2400.68,3
697.0,1,130.75,3
756.0,1,130.75,3
546.0,1,47.07,3
184.0,1,130.75,1
486.0,1,7502.0,1
123.0,1,35.84,1
817.0,1,300.08,0
940.0,1,2700.7200000000003,0
548.0,1,365.94,3
847.0,1,5.23,0
355.0,1,4801.28,1
547.0,1,1016.5,3
91.0,1,1016.5,1
538.0,1,60.6,3
1003.0,1,2700.7200000000003,0
455.0,1,365.94,1
690.0,1,143.36,3
570.0,1,47.07,3
822.0,1,293.25,0
755.0,1,130.75,3
122.0,1,162.64,1
972.0,1,4801.28,0
424.0,1,35.84,1
750.0,1,136.35000000000002,3
880.0,1,300.08,0
572.0,1,5.23,3
660.0,1,9450.0,2
1030.0,1,600.17,0
572.0,1,600.17,3
485.0,1,9602.72,2
366.0,1,162.64,1
730.0,1,1016.5,3
31.0,1,1050.0,1
417.0,1,5.23,1
275.0,1,378.75,1
850.0,1,2700.7200000000003,0
788.0,1,2700.7200000000003,0
574.0,1,1050.0,3
938.0,1,2700.7200000000003,0
355.0,1,242.4,1
816.0,1,4801.28,0
122.0,1,378.75,1
910.0,1,83.68,0
213.0,1,35.84,1
964.0,1,47.07,0
30.0,1,4801.28,1
1004.0,1,2700.7200000000003,0
122.0,1,896.0,1
633.0,1,1016.5,3
914.0,1,1200.32,0
609.0,1,130.75,3
792.0,1,2700.7200000000003,0
689.0,1,7502.0,3
545.0,1,5401.53,3
1023.0,1,4801.28,0
420.0,1,4801.28,1
274.0,1,47.07,1
215.0,1,15004.25,2
422.0,1,896.0,1
728.0,1,2700.7200000000003,3
91.0,1,1200.32,1
970.0,1,143.36,0
936.0,1,896.0,0
818.0,1,35.84,0
1054.0,1,5.23,0
696.0,1,4801.28,3
945.0,1,47.07,0
513.0,1,7502.0,3
578.0,1,35.84,3
909.0,1,26250.0,2
845.0,1,1200.32,0
632.0,1,1050.0,3
842.0,1,1200.32,0
820.0,1,600.17,0
820.0,1,83.68,0
394.0,1,130.75,1
665.0,1,365.94,3
601.0,1,573.44,3
786.0,1,5.23,0
392.0,1,20.92,1
911.0,1,40.66,0
1055.0,1,300.08,0
788.0,1,143.36,0
608.0,1,4801.28,3
998.0,1,2700.7200000000003,0
418.0,1,1016.5,1
903.0,1,136.35000000000002,0
882.0,1,4801.28,0
852.0,1,300.08,0
356.0,1,9450.0,2
904.0,1,2400.68,0
846.0,1,162.64,0
422.0,1,300.08,1
906.0,1,300.08,0
967.0,1,7502.0,0
723.0,1,35.84,3
789.0,1,300.08,0
965.0,1,300.08,0
815.0,1,4801.28,0
787.0,1,4801.28,0
631.0,1,2400.68,3
1059.0,1,2400.68,0
844.0,1,1200.32,0
214.0,1,4801.28,1
669.0,1,4801.28,3
422.0,1,300.08,1
483.0,1,650.56,3
608.0,1,16800.0,2
874.0,1,1200.32,0
334.0,1,365.94,1
906.0,1,83.68,0
390.0,1,7502.0,1
538.0,1,1200.32,3
358.0,1,4801.28,1
669.0,1,365.94,3
484.0,1,143.36,3
1024.0,1,130.75,0
967.0,1,300.08,0
842.0,1,300.08,0
700.0,1,35.84,3
971.0,1,300.08,0
577.0,1,365.94,3
635.0,1,9602.72,2
935.0,1,5.23,0
786.0,1,600.17,0
276.0,1,300.08,1
509.0,1,83.68,3
393.0,1,650.56,1
636.0,1,5.23,3
387.0,1,20.92,1
1024.0,1,4200.0,0
154.0,1,1200.32,1
1000.0,1,5401.53,0
971.0,1,40.66,0
363.0,1,5.23,1
547.0,1,47.07,3
998.0,1,5.23,0
813.0,1,83.68,0
693.0,1,83.68,3
1006.0,1,40.66,0
913.0,1,4801.28,0
943.0,1,9602.72,2
636.0,1,4200.0,3
480.0,1,11.73,3
724.0,1,2400.68,3
183.0,1,35.84,1
879.0,1,4801.28,0
693.0,1,16800.0,2
1026.0,1,365.94,0
965.0,1,20.92,0
609.0,1,35.84,3
578.0,1,300.08,3
511.0,1,9602.72,2
692.0,1,83.68,3
632.0,1,1200.32,3
389.0,1,162.64,1
906.0,1,130.75,0
667.0,1,650.56,3
786.0,1,300.08,0
579.0,1,1050.0,3
607.0,1,1200.32,3
757.0,1,35.84,3
970.0,1,4801.28,0
700.0,1,7502.0,3
1006.0,1,4200.0,0
364.0,1,365.94,1
602.0,1,83.68,3
510.0,1,83.68,3
545.0,1,2700.7200000000003,3
510.0,1,7502.0,3
603.0,1,1200.32,3
974.0,1,162.64,0
781.0,1,5401.53,0
757.0,1,1016.5,3
518.0,1,1200.32,3
852.0,1,20.92,0
478.0,1,2700.7200000000003,3
123.0,1,242.4,1
448.0,1,7502.0,1
816.0,1,5401.53,0
638.0,1,11.73,3
483.0,1,300.08,3
183.0,1,143.36,1
385.0,1,83.68,1
788.0,1,7502.0,0
392.0,1,1016.5,1
731.0,1,143.36,3
387.0,1,46.92,1
396.0,1,7502.0,1
997.0,1,47.07,0
904.0,1,300.08,0
540.0,1,60.6,3
667.0,1,242.4,3
538.0,1,130.75,3
975.0,1,143.36,0
1054.0,1,650.56,0
1062.0,1,300.08,0
791.0,1,105.57,0
457.0,1,600.17,1
357.0,1,7502.0,1
725.0,1,1016.5,3
851.0,1,2400.68,0
964.0,1,650.56,0
570.0,1,143.36,3
540.0,1,11.73,3
724.0,1,16800.0,2
122.0,1,1200.32,1
516.0,1,300.08,3
751.0,1,4801.28,3
122.0,1,5.23,1
631.0,1,2400.68,3
578.0,1,573.44,3
783.0,1,300.08,0
658.0,1,15004.25,2
630.0,1,300.08,3
874.0,1,1200.32,0
760.0,1,40.66,3
936.0,1,2700.7200000000003,0
812.0,1,162.64,0
877.0,1,1016.5,0
421.0,1,83.68,1
755.0,1,130.75,3
812.0,1,40.66,0
605.0,1,20.92,3
122.0,1,5401.53,1
152.0,1,143.36,1
365.0,1,7502.0,1
942.0,1,26250.0,2
365.0,1,365.94,1
995.0,1,2700.7200000000003,0
570.0,1,1050.0,3
575.0,1,136.35000000000002,3
302.0,1,1050.0,1
693.0,1,4801.28,3
820.0,1,378.75,0
689.0,1,4801.28,3
519.0,1,136.35000000000002,3
783.0,1,5401.53,0
457.0,1,16800.0,2
786.0,1,35.84,0
881.0,1,650.56,0
873.0,1,322.56,0
182.0,1,4200.0,1
396.0,1,46.92,1
817.0,1,300.08,0
692.0,1,20.92,3
396.0,1,83.68,1
362.0,1,378.75,1
729.0,1,242.4,3
942.0,1,896.0,0
606.0,1,242.4,3
543.0,1,9602.72,2
755.0,1,2700.7200000000003,3
1034.0,1,4801.28,0
358.0,1,365.94,1
789.0,1,4801.28,0
850.0,1,896.0,0
31.0,1,5401.53,1
121.0,1,2400.68,1
365.0,1,5401.53,1
997.0,1,1050.0,0
908.0,1,300.08,0
849.0,1,896.0,0
906.0,1,7502.0,0
873.0,1,162.64,0
781.0,1,1200.32,0
276.0,1,1016.5,1
30.0,1,2700.7200000000003,1
689.0,1,1016.5,3
969.0,1,2700.7200000000003,0
936.0,1,4200.0,0
817.0,1,15.15,0
909.0,1,600.17,0
973.0,1,2400.68,0
607.0,1,9602.72,2
547.0,1,573.44,3
847.0,1,322.56,0
423.0,1,2400.68,1
361.0,1,1016.5,1
519.0,1,650.56,3
756.0,1,16800.0,2
792.0,1,650.56,0
569.0,1,2400.68,3
908.0,1,300.08,0
843.0,1,9602.72,2
92.0,1,143.36,1
302.0,1,300.08,1
1005.0,1,7502.0,0
304.0,1,573.44,1
447.0,1,650.56,1
659.0,1,47.07,3
633.0,1,20.92,3
937.0,1,1200.32,0
394.0,1,650.56,1
607.0,1,130.75,3
1029.0,1,47.07,0
30.0,1,2700.7200000000003,1
1028.0,1,35.84,0
637.0,1,365.94,3
998.0,1,2400.68,0
604.0,1,300.08,3
276.0,1,9602.72,1
638.0,1,5401.53,3
515.0,1,322.56,3
1028.0,1,600.17,0
914.0,1,1200.32,0
696.0,1,7502.0,3
755.0,1,378.75,3
842.0,1,162.64,0
631.0,1,300.08,3
427.0,1,1016.5,1
603.0,1,9602.72,2
456.0,1,130.75,1
417.0,1,40.66,1
1006.0,1,300.08,0
545.0,1,35.84,3
427.0,1,1200.32,1
395.0,1,300.08,1
244.0,1,7502.0,1
974.0,1,300.08,0
973.0,1,4200.0,0
844.0,1,322.56,0
276.0,1,46.92,1
243.0,1,47.07,1
1023.0,1,162.64,0
154.0,1,9602.72,1
1023.0,1,7502.0,0
846.0,1,300.08,0
996.0,1,293.25,0
907.0,1,5401.53,0
998.0,1,1200.32,0
608.0,1,7502.0,3
1057.0,1,365.94,0
485.0,1,5.23,3
427.0,1,2700.7200000000003,1
758.0,1,130.75,3
822.0,1,1200.32,0
243.0,1,40.66,1
1054.0,1,83.68,0
391.0,1,1200.32,1
450.0,1,1200.32,1
394.0,1,9602.72,2
486.0,1,83.68,3
751.0,1,83.68,3
607.0,1,40.66,3
782.0,1,7502.0,0
154.0,1,7502.0,1
576.0,1,136.35000000000002,3
480.0,1,600.17,3
903.0,1,40.66,0
1002.0,1,1200.32,0
934.0,1,16800.0,2
1000.0,1,4200.0,0
998.0,1,9602.72,2
1029.0,1,1200.32,0
1004.0,1,40.66,0
1065.0,1,2700.7200000000003,0
451.0,1,322.56,1
482.0,1,15.15,3
967.0,1,2700.7200000000003,0
362.0,1,7502.0,1
182.0,1,2400.68,1
696.0,1,1200.32,3
813.0,1,1016.5,0
792.0,1,35.84,0
843.0,1,2700.7200000000003,0
572.0,1,9602.72,2
939.0,1,378.75,0
729.0,1,130.75,3
153.0,1,1200.32,1
879.0,1,2700.7200000000003,0
784.0,1,7502.0,0
1032.0,1,4801.28,0
721.0,1,5401.53,3
420.0,1,300.08,1
694.0,1,365.94,3
943.0,1,2700.7200000000003,0
944.0,1,650.56,0
792.0,1,5.23,0
875.0,1,2700.7200000000003,0
817.0,1,365.94,0
1031.0,1,650.56,0
970.0,1,15004.25,2
602.0,1,293.25,3
911.0,1,136.35000000000002,0
968.0,1,1016.5,0
477.0,1,9602.72,2
387.0,1,20.92,1
943.0,1,5401.53,0
937.0,1,300.08,0
758.0,1,2400.68,3
884.0,1,40.66,0
183.0,1,300.08,1
608.0,1,300.08,3
396.0,1,136.35000000000002,1
608.0,1,650.56,3
884.0,1,4200.0,0
660.0,1,47.07,3
487.0,1,5.23,3
1004.0,1,378.75,0
1032.0,1,2400.68,0
122.0,1,40.66,1
995.0,1,600.17,0
303.0,1,5401.53,1
788.0,1,4801.28,0
608.0,1,40.66,3
423.0,1,300.08,1
974.0,1,573.44,0
1006.0,1,143.36,0
1026.0,1,2700.7200000000003,0
905.0,1,896.0,0
274.0,1,20.92,1
576.0,1,896.0,3
182.0,1,5.23,1
0.0,1,40.66,1
638.0,1,2400.68,3
1026.0,1,15004.25,2
691.0,1,1200.32,3
517.0,1,293.25,3
756.0,1,47.07,3
481.0,1,143.36,3
632.0,1,162.64,3
1056.0,1,11.73,0
395.0,1,573.44,1
154.0,1,9602.72,1
416.0,1,143.36,1
634.0,1,1200.32,3
969.0,1,2700.7200000000003,0
698.0,1,1200.32,3
850.0,1,1200.32,0
1028.0,1,7502.0,0
936.0,1,300.08,0
914.0,1,2700.7200000000003,0
1060.0,1,46.92,0
386.0,1,4801.28,1
937.0,1,35.84,0
576.0,1,378.75,3
875.0,1,1050.0,0
580.0,1,650.56,3
1004.0,1,4200.0,0
781.0,1,7502.0,0
450.0,1,15.15,1
842.0,1,2400.68,0
943.0,1,2700.7200000000003,0
515.0,1,35.84,3
880.0,1,7502.0,0
813.0,1,1016.5,0
607.0,1,5401.53,3
487.0,1,1200.32,3
518.0,1,300.08,3
1054.0,1,300.08,0
698.0,1,1050.0,3
636.0,1,40.66,3
358.0,1,5.23,1
387.0,1,2700.7200000000003,1
936.0,1,1050.0,0
936.0,1,7502.0,0
883.0,1,1200.32,0
1002.0,1,83.68,0
153.0,1,322.56,1
663.0,1,162.64,3
1002.0,1,11.73,0
690.0,1,1050.0,3
781.0,1,130.75,0
757.0,1,300.08,3
477.0,1,2400.68,3
538.0,1,40.66,3
333.0,1,2700.7200000000003,1
575.0,1,2700.7200000000003,3
215.0,1,187.68,1
483.0,1,162.64,3
454.0,1,7502.0,1
970.0,1,365.94,0
420.0,1,1200.32,1
244.0,1,187.68,1
973.0,1,2700.7200000000003,0
538.0,1,2400.68,3
909.0,1,378.75,0
418.0,1,365.94,1
422.0,1,7502.0,1
967.0,1,162.64,0
966.0,1,20.92,0
599.0,1,7502.0,3
908.0,1,2400.68,0
934.0,1,7502.0,0
696.0,1,4801.28,3
668.0,1,2700.7200000000003,3
720.0,1,1200.32,3
914.0,1,896.0,0
609.0,1,5.23,3
753.0,1,7502.0,3
542.0,1,896.0,3
877.0,1,9602.72,2
784.0,1,130.75,0
549.0,1,300.08,3
549.0,1,5401.53,3
1058.0,1,9450.0,0
879.0,1,2700.7200000000003,0
1004.0,1,5401.53,0
1027.0,1,162.64,0
851.0,1,187.68,0
1057.0,1,47.07,0
1005.0,1,300.08,0
937.0,1,83.68,0
699.0,1,2700.7200000000003,3
631.0,1,143.36,3
604.0,1,5401.53,3
418.0,1,9602.72,2
487.0,1,322.56,3
488.0,1,1200.32,3
879.0,1,35.84,0
725.0,1,365.94,3
669.0,1,7502.0,3
153.0,1,47.07,1
909.0,1,650.56,0
334.0,1,15004.25,2
579.0,1,130.75,3
573.0,1,40.66,3
690.0,1,600.17,3
152.0,1,300.08,1
789.0,1,15.15,0
700.0,1,1016.5,3
183.0,1,1016.5,1
546.0,1,9450.0,2
914.0,1,300.08,0
728.0,1,650.56,3
451.0,1,15004.25,2
30.0,1,1200.32,1
848.0,1,20.92,0
362.0,1,7502.0,1
935.0,1,650.56,0
938.0,1,187.68,0
873.0,1,365.94,0
426.0,1,365.94,1
696.0,1,9602.72,2
601.0,1,9602.72,2
355.0,1,300.08,1
638.0,1,20.92,3
544.0,1,105.57,3
577.0,1,15004.25,2
517.0,1,1016.5,3
785.0,1,83.68,0
1006.0,1,2700.7200000000003,0
366.0,1,162.64,1
1003.0,1,2700.7200000000003,0
666.0,1,9450.0,2
853.0,1,1050.0,0
1027.0,1,2700.7200000000003,0
730.0,1,573.44,3
449.0,1,35.84,1
753.0,1,15.15,3
661.0,1,2700.7200000000003,3
752.0,1,20.92,3
417.0,1,7502.0,1
669.0,1,896.0,3
335.0,1,573.44,1
757.0,1,1200.32,3
61.0,1,9602.72,1
945.0,1,600.17,0
123.0,1,35.84,1
782.0,1,1016.5,0
1026.0,1,5.23,0
965.0,1,1200.32,0
911.0,1,1200.32,0
481.0,1,650.56,3
544.0,1,300.08,3
781.0,1,322.56,0
483.0,1,322.56,3
544.0,1,1200.32,3
546.0,1,7502.0,3
514.0,1,20.92,3
689.0,1,9602.72,2
508.0,1,300.08,3
393.0,1,7502.0,1
516.0,1,1200.32,3
750.0,1,143.36,3
965.0,1,7502.0,0
448.0,1,47.07,1
390.0,1,300.08,1
965.0,1,4801.28,0
1.0,1,4801.28,1
481.0,1,35.84,3
847.0,1,20.92,0
633.0,1,40.66,3
390.0,1,162.64,1
905.0,1,15004.25,2
425.0,1,130.75,1
819.0,1,143.36,0
844.0,1,1050.0,0
1060.0,1,1016.5,0
815.0,1,4801.28,0
816.0,1,300.08,0
516.0,1,1016.5,3
386.0,1,300.08,1
973.0,1,35.84,0
727.0,1,20.92,3
388.0,1,1200.32,1
360.0,1,1016.5,1
696.0,1,46.92,3
420.0,1,4801.28,1
599.0,1,83.68,3
939.0,1,4801.28,0
904.0,1,136.35000000000002,0
818.0,1,365.94,0
1000.0,1,4200.0,0
418.0,1,60.6,1
516.0,1,650.56,3
964.0,1,20.92,0
662.0,1,5.23,3
388.0,1,130.75,1
454.0,1,130.75,1
1057.0,1,2700.7200000000003,0
538.0,1,83.68,3
972.0,1,136.35000000000002,0
389.0,1,1016.5,1
123.0,1,7502.0,1
907.0,1,130.75,0
304.0,1,9450.0,1
632.0,1,130.75,3
366.0,1,4801.28,1
509.0,1,4801.28,3
844.0,1,7502.0,0
662.0,1,4801.28,3
610.0,1,1200.32,3
906.0,1,300.08,0
935.0,1,11.73,0
275.0,1,300.08,1
485.0,1,7502.0,1
335.0,1,16800.0,2
781.0,1,242.4,0
385.0,1,5401.53,1
731.0,1,378.75,3
548.0,1,20.92,3
456.0,1,300.08,1
904.0,1,5.23,0
393.0,1,83.68,1
395.0,1,650.56,1
636.0,1,1200.32,3
940.0,1,105.57,0
421.0,1,7502.0,1
641.0,1,9602.72,2
385.0,1,162.64,1
510.0,1,300.08,3
973.0,1,600.17,0
449.0,1,9450.0,2
754.0,1,573.44,3
852.0,1,1200.32,0
513.0,1,47.07,3
609.0,1,4801.28,3
630.0,1,2700.7200000000003,3
787.0,1,2700.7200000000003,0
667.0,1,136.35000000000002,3
31.0,1,365.94,1
519.0,1,322.56,3
425.0,1,7502.0,1
184.0,1,40.66,1
784.0,1,2400.68,0
390.0,1,1016.5,1
358.0,1,1016.5,1
722.0,1,1016.5,3
1034.0,1,2400.68,0
1065.0,1,573.44,0
485.0,1,7502.0,1
787.0,1,136.35000000000002,0
1057.0,1,300.08,0
154.0,1,7502.0,1
761.0,1,130.75,3
638.0,1,47.07,3
1029.0,1,1200.32,0
579.0,1,9602.72,2
815.0,1,4801.28,0
787.0,1,650.56,0
423.0,1,573.44,1
697.0,1,83.68,3
669.0,1,650.56,3
781.0,1,2700.7200000000003,0
970.0,1,9602.72,2
516.0,1,300.08,3
995.0,1,322.56,0
1063.0,1,7502.0,0
418.0,1,650.56,1
578.0,1,896.0,3
913.0,1,4801.28,0
421.0,1,1200.32,1
451.0,1,1200.32,1
690.0,1,5.23,3
1065.0,1,1200.32,0
152.0,1,5.23,1
446.0,1,136.35000000000002,1
843.0,1,242.4,0
453.0,1,15004.25,2
387.0,1,600.17,1
358.0,1,1016.5,1
750.0,1,7502.0,3
731.0,1,5401.53,3
545.0,1,47.07,3
154.0,1,322.56,1
750.0,1,5.23,3
363.0,1,2700.7200000000003,1
632.0,1,35.84,3
478.0,1,16800.0,2
941.0,1,7502.0,0
941.0,1,143.36,0
517.0,1,20.92,3
578.0,1,20.92,3
669.0,1,130.75,3
183.0,1,2400.68,1
1004.0,1,7502.0,0
1054.0,1,1016.5,0
365.0,1,365.94,1
849.0,1,35.84,0
760.0,1,143.36,3
245.0,1,650.56,1
819.0,1,4801.28,0
540.0,1,322.56,3
877.0,1,573.44,0
1023.0,1,4801.28,0
183.0,1,2700.7200000000003,1
939.0,1,4801.28,0
971.0,1,4801.28,0
874.0,1,7502.0,0
700.0,1,136.35000000000002,3
1005.0,1,242.4,0
152.0,1,1200.32,1
479.0,1,5.23,3
580.0,1,7502.0,3
1029.0,1,1016.5,0
542.0,1,7502.0,3
363.0,1,1050.0,1
572.0,1,105.57,3
605.0,1,293.25,3
478.0,1,600.17,3
822.0,1,20.92,0
426.0,1,1200.32,1
396.0,1,650.56,1
730.0,1,40.66,3
447.0,1,20.92,1
275.0,1,293.25,1
1057.0,1,300.08,0
690.0,1,47.07,3
914.0,1,47.07,0
905.0,1,9602.72,2
514.0,1,5.23,3
1003.0,1,130.75,0
1000.0,1,162.64,0
0.0,1,9602.72,1
426.0,1,300.08,1
1062.0,1,83.68,0
873.0,1,130.75,0
876.0,1,7502.0,0
753.0,1,20.92,3
335.0,1,242.4,1
603.0,1,15004.25,2
391.0,1,7502.0,1
364.0,1,2700.7200000000003,1
785.0,1,15.15,0
363.0,1,9602.72,2
969.0,1,7502.0,0
659.0,1,7502.0,3
1.0,1,1200.32,1
904.0,1,2700.7200000000003,0
906.0,1,322.56,0
1062.0,1,83.68,0
964.0,1,300.08,0
416.0,1,47.07,1
973.0,1,322.56,0
389.0,1,130.75,1
970.0,1,4801.28,0
751.0,1,4801.28,3
416.0,1,46.92,1
544.0,1,1200.32,3
791.0,1,4801.28,0
934.0,1,40.66,0
816.0,1,9602.72,2
152.0,1,7502.0,1
969.0,1,573.44,0
966.0,1,7502.0,0
911.0,1,83.68,0
123.0,1,35.84,1
571.0,1,2700.7200000000003,3
393.0,1,4801.28,1
721.0,1,11.73,3
1.0,1,896.0,1
1003.0,1,600.17,0
213.0,1,143.36,1
757.0,1,300.08,3
512.0,1,5401.53,3
578.0,1,2400.68,3
939.0,1,242.4,0
420.0,1,5401.53,1
999.0,1,1200.32,0
850.0,1,2700.7200000000003,0
973.0,1,130.75,0
760.0,1,105.57,3
519.0,1,1050.0,3
357.0,1,600.17,1
548.0,1,242.4,3
447.0,1,15.15,1
418.0,1,143.36,1
366.0,1,896.0,1
728.0,1,1016.5,3
875.0,1,650.56,0
418.0,1,300.08,1
538.0,1,35.84,3
791.0,1,60.6,0
607.0,1,293.25,3
1000.0,1,83.68,0
935.0,1,4801.28,0
699.0,1,2700.7200000000003,3
811.0,1,650.56,0
758.0,1,300.08,3
874.0,1,2700.7200000000003,0
904.0,1,130.75,0
1032.0,1,143.36,0
427.0,1,20.92,1
975.0,1,40.66,0
999.0,1,83.68,0
725.0,1,378.75,3
334.0,1,7502.0,1
545.0,1,60.6,3
356.0,1,7502.0,1
995.0,1,7502.0,0
631.0,1,4801.28,3
692.0,1,20.92,3
548.0,1,15.15,3
698.0,1,47.07,3
511.0,1,40.66,3
1025.0,1,4801.28,0
541.0,1,20.92,3
689.0,1,650.56,3
1029.0,1,83.68,0
389.0,1,1200.32,1
334.0,1,650.56,1
757.0,1,573.44,3
1034.0,1,83.68,0
423.0,1,365.94,1
668.0,1,300.08,3
1033.0,1,4801.28,0
420.0,1,1200.32,1
936.0,1,2700.7200000000003,0
357.0,1,1016.5,1
153.0,1,15.15,1
761.0,1,7502.0,3
967.0,1,378.75,0
419.0,1,300.08,1
539.0,1,83.68,3
516.0,1,1200.32,3
752.0,1,20.92,3
424.0,1,300.08,1
849.0,1,105.57,0
509.0,1,105.57,3
539.0,1,130.75,3
760.0,1,4801.28,3
729.0,1,143.36,3
578.0,1,15.15,3
939.0,1,300.08,0
574.0,1,9602.72,2
694.0,1,15004.25,2
908.0,1,162.64,0
873.0,1,4801.28,0
821.0,1,2700.7200000000003,0
905.0,1,47.07,0
731.0,1,40.66,3
1057.0,1,83.68,0
695.0,1,47.07,3
906.0,1,896.0,0
910.0,1,5.23,0
447.0,1,650.56,1
967.0,1,9602.72,2
154.0,1,600.17,1
913.0,1,40.66,0
692.0,1,600.17,3
817.0,1,1200.32,0
1028.0,1,7502.0,0
664.0,1,130.75,3
904.0,1,4801.28,0
938.0,1,2400.68,0
815.0,1,162.64,0
725.0,1,1016.5,3
1060.0,1,365.94,0
481.0,1,300.08,3
396.0,1,5.23,1
514.0,1,162.64,3
911.0,1,16800.0,2
631.0,1,11.73,3
540.0,1,40.66,3
695.0,1,143.36,3
482.0,1,1200.32,3
1029.0,1,130.75,0
940.0,1,162.64,0
879.0,1,9450.0,2
360.0,1,7502.0,1
881.0,1,2700.7200000000003,0
512.0,1,105.57,3
792.0,1,9450.0,2
874.0,1,2700.7200000000003,0
873.0,1,4801.28,0
723.0,1,1200.32,3
790.0,1,896.0,0
393.0,1,130.75,1
1026.0,1,4801.28,0
853.0,1,4200.0,0
668.0,1,5401.53,3
509.0,1,300.08,3
388.0,1,35.84,1
1002.0,1,365.94,0
540.0,1,300.08,3
876.0,1,5.23,0
479.0,1,4801.28,1
635.0,1,4801.28,3
909.0,1,47.07,0
638.0,1,7502.0,3
1005.0,1,130.75,0
914.0,1,650.56,0
659.0,1,1200.32,3
450.0,1,573.44,1
578.0,1,130.75,3
815.0,1,9602.72,2
482.0,1,650.56,3
1005.0,1,4801.28,0
728.0,1,40.66,3
1024.0,1,143.36,0
576.0,1,46.92,3
782.0,1,573.44,0
910.0,1,2700.7200000000003,0
1058.0,1,15004.25,2
1031.0,1,300.08,0
515.0,1,9602.72,2
425.0,1,2400.68,1
729.0,1,20.92,3
392.0,1,83.68,1
934.0,1,20.92,0
388.0,1,1200.32,1
876.0,1,7502.0,0
751.0,1,83.68,3
575.0,1,573.44,3
447.0,1,83.68,1
243.0,1,40.66,1
417.0,1,162.64,1
184.0,1,365.94,1
546.0,1,573.44,3
448.0,1,242.4,1
609.0,1,600.17,3
912.0,1,2400.68,0
942.0,1,7502.0,0
511.0,1,47.07,3
276.0,1,130.75,1
845.0,1,650.56,0
757.0,1,2700.7200000000003,3
698.0,1,162.64,3
335.0,1,322.56,1
761.0,1,1050.0,3
731.0,1,300.08,3
576.0,1,9602.72,2
362.0,1,26250.0,2
364.0,1,1200.32,1
758.0,1,1050.0,3
452.0,1,40.66,1
875.0,1,105.57,0
783.0,1,300.08,0
152.0,1,322.56,1
386.0,1,7502.0,1
426.0,1,896.0,1
601.0,1,7502.0,3
579.0,1,162.64,3
275.0,1,40.66,1
904.0,1,20.92,0
940.0,1,2400.68,0
607.0,1,47.07,3
1060.0,1,35.84,0
788.0,1,11.73,0
700.0,1,7502.0,3
1031.0,1,2700.7200000000003,0
447.0,1,2700.7200000000003,1
781.0,1,130.75,0
1031.0,1,2400.68,0
658.0,1,130.75,3
359.0,1,650.56,1
512.0,1,20.92,3
966.0,1,2700.7200000000003,0
365.0,1,650.56,1
602.0,1,2700.7200000000003,3
386.0,1,15004.25,2
448.0,1,322.56,1
784.0,1,1200.32,0
939.0,1,365.94,0
844.0,1,1016.5,0
510.0,1,5.23,3
1023.0,1,7502.0,0
364.0,1,40.66,1
427.0,1,136.35000000000002,1
842.0,1,300.08,0
754.0,1,650.56,3
964.0,1,600.17,0
814.0,1,4801.28,0
547.0,1,650.56,3
873.0,1,4801.28,0
396.0,1,15004.25,2
935.0,1,143.36,0
1030.0,1,1016.5,0
1062.0,1,573.44,0
606.0,1,40.66,3
789.0,1,300.08,0
549.0,1,2700.7200000000003,3
363.0,1,4801.28,1
1060.0,1,35.84,0
664.0,1,20.92,3
303.0,1,11.73,1
480.0,1,4801.28,3
964.0,1,1200.32,0
184.0,1,143.36,1
940.0,1,650.56,0
816.0,1,300.08,0
881.0,1,5.23,0
818.0,1,365.94,0
572.0,1,600.17,3
453.0,1,47.07,1
573.0,1,1200.32,3
604.0,1,40.66,3
0.0,1,4801.28,1
844.0,1,143.36,0
692.0,1,2700.7200000000003,3
245.0,1,20.92,1
944.0,1,1200.32,0
691.0,1,40.66,3
421.0,1,573.44,1
447.0,1,1050.0,1
665.0,1,1200.32,3
479.0,1,573.44,3
244.0,1,4801.28,1
641.0,1,4801.28,3
1065.0,1,1200.32,0
662.0,1,7502.0,3
1058.0,1,1016.5,0
790.0,1,322.56,0
417.0,1,7502.0,1
508.0,1,573.44,3
883.0,1,40.66,0
243.0,1,4801.28,1
121.0,1,322.56,1
575.0,1,162.64,3
966.0,1,1200.32,0
487.0,1,242.4,3
1.0,1,7502.0,1
843.0,1,7502.0,0
658.0,1,9602.72,2
514.0,1,7502.0,3
756.0,1,600.17,3
783.0,1,5.23,0
152.0,1,573.44,1
787.0,1,573.44,0
639.0,1,105.57,3
355.0,1,4801.28,1
508.0,1,2700.7200000000003,3
